
> legasi-video@1.0.0 build
> remotion render LegasiDemo out/legasi-demo.mp4

Bundling 6%
Bundling 21%
Bundling 65%
Bundling 71%
Bundling 76%
Bundling 81%
Bundling 87%
Bundling 92%
Bundling 98%
Bundling 100%
Getting composition
Composition          LegasiDemo
Codec                h264
Output               out/legasi-demo.mp4
Concurrency          1x
Rendered 0/4500
Rendered 1/4500, time remaining: 41m 54s
Rendered 920/4500, time remaining: 14m 31s
Rendered 921/4500, time remaining: 14m 31s
Rendered 921/4500, time remaining: 14m 31s
Rendered 922/4500, time remaining: 14m 31s
Rendered 923/4500, time remaining: 14m 31s
Rendered 924/4500, time remaining: 14m 30s
Rendered 924/4500, time remaining: 14m 30s
Rendered 925/4500, time remaining: 14m 31s
Rendered 925/4500, time remaining: 14m 31s
Rendered 926/4500, time remaining: 14m 30s
Rendered 927/4500, time remaining: 14m 31s
Rendered 928/4500, time remaining: 14m 30s
Rendered 928/4500, time remaining: 14m 30s
Rendered 929/4500, time remaining: 14m 30s
Rendered 930/4500, time remaining: 14m 28s
Rendered 930/4500, time remaining: 14m 28s
Rendered 931/4500, time remaining: 14m 27s
Rendered 932/4500, time remaining: 14m 27s
Rendered 932/4500, time remaining: 14m 27s
Rendered 933/4500, time remaining: 14m 27s
Rendered 934/4500, time remaining: 14m 27s
Rendered 934/4500, time remaining: 14m 27s
Rendered 935/4500, time remaining: 14m 27s
Rendered 936/4500, time remaining: 14m 27s
Rendered 936/4500, time remaining: 14m 27s
Rendered 937/4500, time remaining: 14m 26s
Rendered 938/4500, time remaining: 14m 25s
Rendered 938/4500, time remaining: 14m 25s
Rendered 939/4500, time remaining: 14m 25s
Rendered 940/4500, time remaining: 14m 24s
Rendered 940/4500, time remaining: 14m 24s
Rendered 941/4500, time remaining: 14m 24s
Rendered 942/4500, time remaining: 14m 24s
Rendered 942/4500, time remaining: 14m 24s
Rendered 943/4500, time remaining: 14m 23s
Rendered 944/4500, time remaining: 14m 22s
Rendered 944/4500, time remaining: 14m 22s
Rendered 945/4500, time remaining: 14m 17s
Rendered 946/4500, time remaining: 14m 16s
Rendered 946/4500, time remaining: 14m 16s
Rendered 947/4500, time remaining: 14m 16s
Rendered 948/4500, time remaining: 14m 15s
Rendered 948/4500, time remaining: 14m 15s
Rendered 949/4500, time remaining: 14m 15s
Rendered 950/4500, time remaining: 14m 15s
Rendered 950/4500, time remaining: 14m 15s
Rendered 951/4500, time remaining: 14m 15s
Rendered 952/4500, time remaining: 14m 15s
Rendered 952/4500, time remaining: 14m 15s
Rendered 953/4500, time remaining: 14m 15s
Rendered 954/4500, time remaining: 14m 15s
Rendered 954/4500, time remaining: 14m 15s
Rendered 955/4500, time remaining: 14m 16s
Rendered 956/4500, time remaining: 14m 16s
Rendered 956/4500, time remaining: 14m 16s
Rendered 957/4500, time remaining: 14m 15s
Rendered 958/4500, time remaining: 14m 14s
Rendered 959/4500, time remaining: 14m 15s
Rendered 959/4500, time remaining: 14m 15s
Rendered 960/4500, time remaining: 14m 15s
Rendered 961/4500, time remaining: 14m 15s
Rendered 961/4500, time remaining: 14m 15s
Rendered 962/4500, time remaining: 14m 15s
Rendered 963/4500, time remaining: 14m 14s
Rendered 963/4500, time remaining: 14m 14s
Rendered 964/4500, time remaining: 14m 13s
Rendered 965/4500, time remaining: 14m 13s
Rendered 965/4500, time remaining: 14m 13s
Rendered 966/4500, time remaining: 14m 12s
Rendered 967/4500, time remaining: 14m 12s
Rendered 967/4500, time remaining: 14m 12s
Rendered 968/4500, time remaining: 14m 11s
Rendered 969/4500, time remaining: 14m 9s
Rendered 969/4500, time remaining: 14m 9s
Rendered 970/4500, time remaining: 14m 9s
Rendered 971/4500, time remaining: 14m 8s
Rendered 972/4500, time remaining: 14m 7s
Rendered 972/4500, time remaining: 14m 7s
Rendered 973/4500, time remaining: 14m 7s
Rendered 974/4500, time remaining: 14m 7s
Rendered 974/4500, time remaining: 14m 7s
Rendered 975/4500, time remaining: 14m 7s
Rendered 976/4500, time remaining: 14m 6s
Rendered 976/4500, time remaining: 14m 6s
Rendered 977/4500, time remaining: 14m 6s
Rendered 978/4500, time remaining: 14m 6s
Rendered 978/4500, time remaining: 14m 6s
Rendered 979/4500, time remaining: 14m 5s
Rendered 980/4500, time remaining: 14m 5s
Rendered 980/4500, time remaining: 14m 5s
Rendered 981/4500, time remaining: 14m 5s
Rendered 982/4500, time remaining: 14m 5s
Rendered 982/4500, time remaining: 14m 5s
Rendered 983/4500, time remaining: 14m 4s
Rendered 984/4500, time remaining: 14m 4s
Rendered 984/4500, time remaining: 14m 4s
Rendered 985/4500, time remaining: 14m 4s
Rendered 986/4500, time remaining: 14m 4s
Rendered 986/4500, time remaining: 14m 4s
Rendered 987/4500, time remaining: 14m 5s
Rendered 988/4500, time remaining: 14m 5s
Rendered 988/4500, time remaining: 14m 5s
Rendered 989/4500, time remaining: 14m 5s
Rendered 990/4500, time remaining: 14m 5s
Rendered 990/4500, time remaining: 14m 5s
Rendered 991/4500, time remaining: 14m 3s
Rendered 992/4500, time remaining: 14m 3s
Rendered 992/4500, time remaining: 14m 3s
Rendered 993/4500, time remaining: 14m 3s
Rendered 994/4500, time remaining: 14m 3s
Rendered 994/4500, time remaining: 14m 3s
Rendered 995/4500, time remaining: 14m 2s
Rendered 996/4500, time remaining: 14m 2s
Rendered 996/4500, time remaining: 14m 2s
Rendered 997/4500, time remaining: 14m 2s
Rendered 998/4500, time remaining: 14m 2s
Rendered 998/4500, time remaining: 14m 2s
Rendered 999/4500, time remaining: 14m 1s
Rendered 1000/4500, time remaining: 14m 2s
Rendered 1000/4500, time remaining: 14m 2s
Rendered 1001/4500, time remaining: 14m 0s
Rendered 1002/4500, time remaining: 14m 0s
Rendered 1002/4500, time remaining: 14m 0s
Rendered 1003/4500, time remaining: 14m 0s
Rendered 1004/4500, time remaining: 14m 0s
Rendered 1004/4500, time remaining: 14m 0s
Rendered 1005/4500, time remaining: 14m 0s
Rendered 1006/4500, time remaining: 14m 0s
Rendered 1007/4500, time remaining: 14m 0s
Rendered 1007/4500, time remaining: 14m 0s
Rendered 1008/4500, time remaining: 13m 59s
Rendered 1009/4500, time remaining: 14m 0s
Rendered 1009/4500, time remaining: 14m 0s
Rendered 1010/4500, time remaining: 13m 59s
Rendered 1011/4500, time remaining: 13m 58s
Rendered 1011/4500, time remaining: 13m 58s
Rendered 1012/4500, time remaining: 13m 58s
Rendered 1013/4500, time remaining: 13m 58s
Rendered 1013/4500, time remaining: 13m 58s
Rendered 1014/4500, time remaining: 13m 58s
Rendered 1015/4500, time remaining: 13m 57s
Rendered 1015/4500, time remaining: 13m 57s
Rendered 1016/4500, time remaining: 13m 56s
Rendered 1017/4500, time remaining: 13m 56s
Rendered 1017/4500, time remaining: 13m 56s
Rendered 1018/4500, time remaining: 13m 56s
Rendered 1019/4500, time remaining: 13m 55s
Rendered 1019/4500, time remaining: 13m 55s
Rendered 1020/4500, time remaining: 13m 54s
Rendered 1021/4500, time remaining: 13m 54s
Rendered 1021/4500, time remaining: 13m 54s
Rendered 1022/4500, time remaining: 13m 54s
Rendered 1023/4500, time remaining: 13m 54s
Rendered 1023/4500, time remaining: 13m 54s
Rendered 1024/4500, time remaining: 13m 53s
Rendered 1025/4500, time remaining: 13m 52s
Rendered 1025/4500, time remaining: 13m 52s
Rendered 1026/4500, time remaining: 13m 52s
Rendered 1027/4500, time remaining: 13m 51s
Rendered 1027/4500, time remaining: 13m 51s
Rendered 1028/4500, time remaining: 13m 52s
Rendered 1029/4500, time remaining: 13m 53s
Rendered 1029/4500, time remaining: 13m 53s
Rendered 1030/4500, time remaining: 13m 56s
Rendered 1031/4500, time remaining: 13m 56s
Rendered 1031/4500, time remaining: 13m 56s
Rendered 1032/4500, time remaining: 13m 56s
Rendered 1033/4500, time remaining: 13m 55s
Rendered 1034/4500, time remaining: 13m 52s
Rendered 1034/4500, time remaining: 13m 52s
Rendered 1035/4500, time remaining: 13m 50s
Rendered 1036/4500, time remaining: 13m 47s
Rendered 1037/4500, time remaining: 13m 45s
Rendered 1037/4500, time remaining: 13m 45s
Rendered 1038/4500, time remaining: 13m 42s
Rendered 1039/4500, time remaining: 13m 39s
Rendered 1040/4500, time remaining: 13m 36s
Rendered 1041/4500, time remaining: 13m 34s
Rendered 1041/4500, time remaining: 13m 34s
Rendered 1042/4500, time remaining: 13m 32s
Rendered 1043/4500, time remaining: 13m 29s
Rendered 1044/4500, time remaining: 13m 27s
Rendered 1045/4500, time remaining: 13m 24s
Rendered 1045/4500, time remaining: 13m 24s
Rendered 1046/4500, time remaining: 13m 22s
Rendered 1047/4500, time remaining: 13m 19s
Rendered 1048/4500, time remaining: 13m 17s
Rendered 1048/4500, time remaining: 13m 17s
Rendered 1049/4500, time remaining: 13m 15s
Rendered 1050/4500, time remaining: 13m 12s
Rendered 1051/4500, time remaining: 13m 8s
Rendered 1052/4500, time remaining: 13m 5s
Rendered 1053/4500, time remaining: 13m 1s
Rendered 1053/4500, time remaining: 13m 1s
Rendered 1054/4500, time remaining: 12m 58s
Rendered 1055/4500, time remaining: 12m 54s
Rendered 1056/4500, time remaining: 12m 50s
Rendered 1057/4500, time remaining: 12m 47s
Rendered 1058/4500, time remaining: 12m 42s
Rendered 1059/4500, time remaining: 12m 38s
Rendered 1060/4500, time remaining: 12m 34s
Rendered 1060/4500, time remaining: 12m 34s
Rendered 1061/4500, time remaining: 12m 30s
Rendered 1062/4500, time remaining: 12m 26s
Rendered 1063/4500, time remaining: 12m 20s
Rendered 1064/4500, time remaining: 12m 16s
Rendered 1065/4500, time remaining: 12m 13s
Rendered 1066/4500, time remaining: 12m 9s
Rendered 1067/4500, time remaining: 12m 5s
Rendered 1067/4500, time remaining: 12m 5s
Rendered 1068/4500, time remaining: 12m 1s
Rendered 1069/4500, time remaining: 11m 58s
Rendered 1070/4500, time remaining: 11m 54s
Rendered 1071/4500, time remaining: 11m 49s
Rendered 1072/4500, time remaining: 11m 45s
Rendered 1073/4500, time remaining: 11m 41s
Rendered 1073/4500, time remaining: 11m 41s
Rendered 1074/4500, time remaining: 11m 38s
Rendered 1075/4500, time remaining: 11m 33s
Rendered 1076/4500, time remaining: 11m 29s
Rendered 1077/4500, time remaining: 11m 25s
Rendered 1078/4500, time remaining: 11m 21s
Rendered 1079/4500, time remaining: 11m 17s
Rendered 1080/4500, time remaining: 11m 13s
Rendered 1080/4500, time remaining: 11m 13s
Rendered 1081/4500, time remaining: 11m 9s
Rendered 1082/4500, time remaining: 11m 5s
Rendered 1083/4500, time remaining: 11m 1s
Rendered 1084/4500, time remaining: 10m 57s
Rendered 1085/4500, time remaining: 10m 53s
Rendered 1086/4500, time remaining: 10m 50s
Rendered 1086/4500, time remaining: 10m 50s
Rendered 1087/4500, time remaining: 10m 46s
Rendered 1088/4500, time remaining: 10m 42s
Rendered 1089/4500, time remaining: 10m 38s
Rendered 1090/4500, time remaining: 10m 35s
Rendered 1091/4500, time remaining: 10m 31s
Rendered 1092/4500, time remaining: 10m 26s
Rendered 1092/4500, time remaining: 10m 26s
Rendered 1093/4500, time remaining: 10m 23s
Rendered 1094/4500, time remaining: 10m 18s
Rendered 1095/4500, time remaining: 10m 14s
Rendered 1096/4500, time remaining: 10m 11s
Rendered 1097/4500, time remaining: 10m 8s
Rendered 1098/4500, time remaining: 10m 5s
Rendered 1098/4500, time remaining: 10m 5s
Rendered 1099/4500, time remaining: 10m 1s
Rendered 1100/4500, time remaining: 9m 57s
Rendered 1101/4500, time remaining: 9m 54s
Rendered 1102/4500, time remaining: 9m 49s
Rendered 1103/4500, time remaining: 9m 46s
Rendered 1104/4500, time remaining: 9m 42s
Rendered 1104/4500, time remaining: 9m 42s
Rendered 1105/4500, time remaining: 9m 37s
Rendered 1106/4500, time remaining: 9m 34s
Rendered 1107/4500, time remaining: 9m 30s
Rendered 1108/4500, time remaining: 9m 27s
Rendered 1109/4500, time remaining: 9m 23s
Rendered 1110/4500, time remaining: 9m 20s
Rendered 1110/4500, time remaining: 9m 20s
Rendered 1111/4500, time remaining: 9m 16s
Rendered 1112/4500, time remaining: 9m 12s
Rendered 1113/4500, time remaining: 9m 9s
Rendered 1114/4500, time remaining: 9m 6s
Rendered 1115/4500, time remaining: 9m 2s
Rendered 1115/4500, time remaining: 9m 2s
Rendered 1116/4500, time remaining: 8m 59s
Rendered 1117/4500, time remaining: 8m 55s
Rendered 1118/4500, time remaining: 8m 52s
Rendered 1119/4500, time remaining: 8m 49s
Rendered 1120/4500, time remaining: 8m 46s
Rendered 1121/4500, time remaining: 8m 43s
Rendered 1121/4500, time remaining: 8m 43s
Rendered 1122/4500, time remaining: 8m 40s
Rendered 1123/4500, time remaining: 8m 36s
Rendered 1124/4500, time remaining: 8m 31s
Rendered 1125/4500, time remaining: 8m 28s
Rendered 1126/4500, time remaining: 8m 24s
Rendered 1127/4500, time remaining: 8m 21s
Rendered 1127/4500, time remaining: 8m 21s
Rendered 1128/4500, time remaining: 8m 17s
Rendered 1129/4500, time remaining: 8m 13s
Rendered 1130/4500, time remaining: 8m 10s
Rendered 1131/4500, time remaining: 8m 6s
Rendered 1132/4500, time remaining: 8m 3s
Rendered 1133/4500, time remaining: 7m 59s
Rendered 1133/4500, time remaining: 7m 59s
Rendered 1134/4500, time remaining: 7m 56s
Rendered 1135/4500, time remaining: 7m 52s
Rendered 1136/4500, time remaining: 7m 49s
Rendered 1137/4500, time remaining: 7m 44s
Rendered 1138/4500, time remaining: 7m 40s
Rendered 1139/4500, time remaining: 7m 36s
Rendered 1139/4500, time remaining: 7m 36s
Rendered 1140/4500, time remaining: 7m 33s
Rendered 1141/4500, time remaining: 7m 30s
Rendered 1142/4500, time remaining: 7m 27s
Rendered 1143/4500, time remaining: 7m 23s
Rendered 1144/4500, time remaining: 7m 19s
Rendered 1144/4500, time remaining: 7m 19s
Rendered 1145/4500, time remaining: 7m 16s
Rendered 1146/4500, time remaining: 7m 12s
Rendered 1147/4500, time remaining: 7m 8s
Rendered 1148/4500, time remaining: 7m 5s
Rendered 1149/4500, time remaining: 7m 1s
Rendered 1150/4500, time remaining: 6m 57s
Rendered 1150/4500, time remaining: 6m 57s
Rendered 1151/4500, time remaining: 6m 54s
Rendered 1152/4500, time remaining: 6m 50s
Rendered 1153/4500, time remaining: 6m 46s
Rendered 1154/4500, time remaining: 6m 42s
Rendered 1155/4500, time remaining: 6m 38s
Rendered 1156/4500, time remaining: 6m 35s
Rendered 1156/4500, time remaining: 6m 35s
Rendered 1157/4500, time remaining: 6m 32s
Rendered 1158/4500, time remaining: 6m 28s
Rendered 1159/4500, time remaining: 6m 24s
Rendered 1160/4500, time remaining: 6m 21s
Rendered 1161/4500, time remaining: 6m 18s
Rendered 1162/4500, time remaining: 6m 14s
Rendered 1162/4500, time remaining: 6m 14s
Rendered 1163/4500, time remaining: 6m 11s
Rendered 1164/4500, time remaining: 6m 7s
Rendered 1165/4500, time remaining: 6m 4s
Rendered 1166/4500, time remaining: 6m 1s
Rendered 1167/4500, time remaining: 5m 57s
Rendered 1167/4500, time remaining: 5m 57s
Rendered 1168/4500, time remaining: 5m 53s
Rendered 1169/4500, time remaining: 5m 50s
Rendered 1170/4500, time remaining: 5m 46s
Rendered 1171/4500, time remaining: 5m 42s
Rendered 1172/4500, time remaining: 5m 39s
Rendered 1173/4500, time remaining: 5m 36s
Rendered 1173/4500, time remaining: 5m 36s
Rendered 1174/4500, time remaining: 5m 32s
Rendered 1175/4500, time remaining: 5m 29s
Rendered 1176/4500, time remaining: 5m 26s
Rendered 1177/4500, time remaining: 5m 23s
Rendered 1178/4500, time remaining: 5m 19s
Rendered 1179/4500, time remaining: 5m 14s
Rendered 1179/4500, time remaining: 5m 14s
Rendered 1180/4500, time remaining: 5m 7s
Rendered 1181/4500, time remaining: 5m 4s
Rendered 1182/4500, time remaining: 5m 4s
Rendered 1182/4500, time remaining: 5m 4s
Rendered 1183/4500, time remaining: 5m 2s
Rendered 1184/4500, time remaining: 5m 1s
Rendered 1185/4500, time remaining: 5m 0s
Rendered 1186/4500, time remaining: 4m 59s
Rendered 1187/4500, time remaining: 4m 57s
Rendered 1188/4500, time remaining: 4m 56s
Rendered 1188/4500, time remaining: 4m 56s
Rendered 1189/4500, time remaining: 4m 55s
Rendered 1190/4500, time remaining: 4m 54s
Rendered 1191/4500, time remaining: 4m 52s
Rendered 1192/4500, time remaining: 4m 51s
Rendered 1193/4500, time remaining: 4m 50s
Rendered 1194/4500, time remaining: 4m 49s
Rendered 1194/4500, time remaining: 4m 49s
Rendered 1195/4500, time remaining: 4m 48s
Rendered 1196/4500, time remaining: 4m 47s
Rendered 1197/4500, time remaining: 4m 46s
Rendered 1198/4500, time remaining: 4m 44s
Rendered 1199/4500, time remaining: 4m 43s
Rendered 1200/4500, time remaining: 4m 42s
Rendered 1200/4500, time remaining: 4m 42s
Rendered 1201/4500, time remaining: 4m 42s
Rendered 1202/4500, time remaining: 4m 42s
Rendered 1203/4500, time remaining: 4m 42s
Rendered 1204/4500, time remaining: 4m 42s
Rendered 1205/4500, time remaining: 4m 42s
Rendered 1205/4500, time remaining: 4m 42s
Rendered 1206/4500, time remaining: 4m 43s
Rendered 1207/4500, time remaining: 4m 42s
Rendered 1208/4500, time remaining: 4m 42s
Rendered 1209/4500, time remaining: 4m 43s
Rendered 1210/4500, time remaining: 4m 43s
Rendered 1211/4500, time remaining: 4m 43s
Rendered 1211/4500, time remaining: 4m 43s
Rendered 1212/4500, time remaining: 4m 43s
Rendered 1213/4500, time remaining: 4m 44s
Rendered 1214/4500, time remaining: 4m 44s
Rendered 1215/4500, time remaining: 4m 44s
Rendered 1216/4500, time remaining: 4m 44s
Rendered 1217/4500, time remaining: 4m 44s
Rendered 1217/4500, time remaining: 4m 44s
Rendered 1218/4500, time remaining: 4m 45s
Rendered 1219/4500, time remaining: 4m 45s
Rendered 1220/4500, time remaining: 4m 45s
Rendered 1221/4500, time remaining: 4m 45s
Rendered 1222/4500, time remaining: 4m 45s
Rendered 1222/4500, time remaining: 4m 45s
Rendered 1223/4500, time remaining: 4m 45s
Rendered 1224/4500, time remaining: 4m 45s
Rendered 1225/4500, time remaining: 4m 46s
Rendered 1226/4500, time remaining: 4m 46s
Rendered 1227/4500, time remaining: 4m 46s
Rendered 1228/4500, time remaining: 4m 46s
Rendered 1228/4500, time remaining: 4m 46s
Rendered 1229/4500, time remaining: 4m 46s
Rendered 1230/4500, time remaining: 4m 47s
Rendered 1231/4500, time remaining: 4m 46s
Rendered 1232/4500, time remaining: 4m 46s
Rendered 1233/4500, time remaining: 4m 46s
Rendered 1234/4500, time remaining: 4m 47s
Rendered 1234/4500, time remaining: 4m 47s
Rendered 1235/4500, time remaining: 4m 46s
Rendered 1236/4500, time remaining: 4m 46s
Rendered 1237/4500, time remaining: 4m 46s
Rendered 1238/4500, time remaining: 4m 47s
Rendered 1239/4500, time remaining: 4m 47s
Rendered 1240/4500, time remaining: 4m 47s
Rendered 1240/4500, time remaining: 4m 47s
Rendered 1241/4500, time remaining: 4m 47s
Rendered 1242/4500, time remaining: 4m 47s
Rendered 1243/4500, time remaining: 4m 47s
Rendered 1244/4500, time remaining: 4m 47s
Rendered 1245/4500, time remaining: 4m 47s
Rendered 1246/4500, time remaining: 4m 47s
Rendered 1246/4500, time remaining: 4m 47s
Rendered 1247/4500, time remaining: 4m 47s
Rendered 1248/4500, time remaining: 4m 46s
Rendered 1249/4500, time remaining: 4m 47s
Rendered 1250/4500, time remaining: 4m 46s
Rendered 1251/4500, time remaining: 4m 46s
Rendered 1251/4500, time remaining: 4m 46s
Rendered 1252/4500, time remaining: 4m 46s
Rendered 1253/4500, time remaining: 4m 46s
Rendered 1254/4500, time remaining: 4m 46s
Rendered 1255/4500, time remaining: 4m 46s
Rendered 1256/4500, time remaining: 4m 46s
Rendered 1257/4500, time remaining: 4m 46s
Rendered 1257/4500, time remaining: 4m 46s
Rendered 1258/4500, time remaining: 4m 46s
Rendered 1259/4500, time remaining: 4m 46s
Rendered 1260/4500, time remaining: 4m 46s
Rendered 1261/4500, time remaining: 4m 46s
Rendered 1262/4500, time remaining: 4m 46s
Rendered 1262/4500, time remaining: 4m 46s
Rendered 1263/4500, time remaining: 4m 46s
Rendered 1264/4500, time remaining: 4m 46s
Rendered 1265/4500, time remaining: 4m 46s
Rendered 1266/4500, time remaining: 4m 46s
Rendered 1267/4500, time remaining: 4m 46s
Rendered 1268/4500, time remaining: 4m 46s
Rendered 1268/4500, time remaining: 4m 46s
Rendered 1269/4500, time remaining: 4m 45s
Rendered 1270/4500, time remaining: 4m 45s
Rendered 1271/4500, time remaining: 4m 45s
Rendered 1272/4500, time remaining: 4m 45s
Rendered 1273/4500, time remaining: 4m 45s
Rendered 1274/4500, time remaining: 4m 45s
Rendered 1274/4500, time remaining: 4m 45s
Rendered 1275/4500, time remaining: 4m 45s
Rendered 1276/4500, time remaining: 4m 45s
Rendered 1277/4500, time remaining: 4m 45s
Rendered 1278/4500, time remaining: 4m 44s
Rendered 1279/4500, time remaining: 4m 44s
Rendered 1280/4500, time remaining: 4m 44s
Rendered 1280/4500, time remaining: 4m 44s
Rendered 1281/4500, time remaining: 4m 44s
Rendered 1282/4500, time remaining: 4m 44s
Rendered 1283/4500, time remaining: 4m 44s
Rendered 1284/4500, time remaining: 4m 44s
Rendered 1285/4500, time remaining: 4m 43s
Rendered 1286/4500, time remaining: 4m 43s
Rendered 1286/4500, time remaining: 4m 43s
Rendered 1287/4500, time remaining: 4m 43s
Rendered 1288/4500, time remaining: 4m 43s
Rendered 1289/4500, time remaining: 4m 43s
Rendered 1290/4500, time remaining: 4m 43s
Rendered 1291/4500, time remaining: 4m 43s
Rendered 1291/4500, time remaining: 4m 43s
Rendered 1292/4500, time remaining: 4m 43s
Rendered 1293/4500, time remaining: 4m 43s
Rendered 1294/4500, time remaining: 4m 43s
Rendered 1295/4500, time remaining: 4m 43s
Rendered 1296/4500, time remaining: 4m 43s
Rendered 1297/4500, time remaining: 4m 43s
Rendered 1297/4500, time remaining: 4m 43s
Rendered 1298/4500, time remaining: 4m 43s
Rendered 1299/4500, time remaining: 4m 43s
Rendered 1300/4500, time remaining: 4m 42s
Rendered 1301/4500, time remaining: 4m 42s
Rendered 1302/4500, time remaining: 4m 42s
Rendered 1303/4500, time remaining: 4m 42s
Rendered 1303/4500, time remaining: 4m 42s
Rendered 1304/4500, time remaining: 4m 42s
Rendered 1305/4500, time remaining: 4m 42s
Rendered 1306/4500, time remaining: 4m 42s
Rendered 1307/4500, time remaining: 4m 42s
Rendered 1308/4500, time remaining: 4m 42s
Rendered 1308/4500, time remaining: 4m 42s
Rendered 1309/4500, time remaining: 4m 42s
Rendered 1310/4500, time remaining: 4m 42s
Rendered 1311/4500, time remaining: 4m 42s
Rendered 1312/4500, time remaining: 4m 41s
Rendered 1313/4500, time remaining: 4m 41s
Rendered 1314/4500, time remaining: 4m 41s
Rendered 1314/4500, time remaining: 4m 41s
Rendered 1315/4500, time remaining: 4m 40s
Rendered 1316/4500, time remaining: 4m 40s
Rendered 1317/4500, time remaining: 4m 40s
Rendered 1318/4500, time remaining: 4m 40s
Rendered 1319/4500, time remaining: 4m 40s
Rendered 1320/4500, time remaining: 4m 40s
Rendered 1320/4500, time remaining: 4m 40s
Rendered 1321/4500, time remaining: 4m 40s
Rendered 1322/4500, time remaining: 4m 40s
Rendered 1323/4500, time remaining: 4m 40s
Rendered 1324/4500, time remaining: 4m 40s
Rendered 1325/4500, time remaining: 4m 40s
Rendered 1326/4500, time remaining: 4m 40s
Rendered 1326/4500, time remaining: 4m 40s
Rendered 1327/4500, time remaining: 4m 40s
Rendered 1328/4500, time remaining: 4m 40s
Rendered 1329/4500, time remaining: 4m 40s
Rendered 1330/4500, time remaining: 4m 40s
Rendered 1331/4500, time remaining: 4m 40s
Rendered 1331/4500, time remaining: 4m 40s
Rendered 1332/4500, time remaining: 4m 37s
Rendered 1333/4500, time remaining: 4m 35s
Rendered 1334/4500, time remaining: 4m 35s
Rendered 1335/4500, time remaining: 4m 35s
Rendered 1336/4500, time remaining: 4m 35s
Rendered 1337/4500, time remaining: 4m 35s
Rendered 1337/4500, time remaining: 4m 35s
Rendered 1338/4500, time remaining: 4m 35s
Rendered 1339/4500, time remaining: 4m 35s
Rendered 1340/4500, time remaining: 4m 35s
Rendered 1341/4500, time remaining: 4m 35s
Rendered 1342/4500, time remaining: 4m 35s
Rendered 1343/4500, time remaining: 4m 34s
Rendered 1343/4500, time remaining: 4m 34s
Rendered 1344/4500, time remaining: 4m 34s
Rendered 1345/4500, time remaining: 4m 34s
Rendered 1346/4500, time remaining: 4m 34s
Rendered 1347/4500, time remaining: 4m 34s
Rendered 1348/4500, time remaining: 4m 34s
Rendered 1349/4500, time remaining: 4m 34s
Rendered 1349/4500, time remaining: 4m 34s
Rendered 1350/4500, time remaining: 4m 34s
Rendered 1351/4500, time remaining: 4m 33s
Rendered 1352/4500, time remaining: 4m 33s
Rendered 1353/4500, time remaining: 4m 33s
Rendered 1354/4500, time remaining: 4m 33s
Rendered 1355/4500, time remaining: 4m 33s
Rendered 1355/4500, time remaining: 4m 33s
Rendered 1356/4500, time remaining: 4m 33s
Rendered 1357/4500, time remaining: 4m 33s
Rendered 1358/4500, time remaining: 4m 33s
Rendered 1359/4500, time remaining: 4m 33s
Rendered 1360/4500, time remaining: 4m 33s
Rendered 1360/4500, time remaining: 4m 33s
Rendered 1361/4500, time remaining: 4m 33s
Rendered 1362/4500, time remaining: 4m 33s
Rendered 1363/4500, time remaining: 4m 32s
Rendered 1364/4500, time remaining: 4m 32s
Rendered 1365/4500, time remaining: 4m 33s
Rendered 1366/4500, time remaining: 4m 33s
Rendered 1366/4500, time remaining: 4m 33s
Rendered 1367/4500, time remaining: 4m 35s
Rendered 1368/4500, time remaining: 4m 38s
Rendered 1368/4500, time remaining: 4m 38s
Rendered 1369/4500, time remaining: 4m 38s
Rendered 1370/4500, time remaining: 4m 38s
Rendered 1371/4500, time remaining: 4m 38s
Rendered 1372/4500, time remaining: 4m 38s
Rendered 1373/4500, time remaining: 4m 37s
Rendered 1374/4500, time remaining: 4m 37s
Rendered 1374/4500, time remaining: 4m 37s
Rendered 1375/4500, time remaining: 4m 37s
Rendered 1376/4500, time remaining: 4m 37s
Rendered 1377/4500, time remaining: 4m 37s
Rendered 1378/4500, time remaining: 4m 37s
Rendered 1379/4500, time remaining: 4m 37s
Rendered 1380/4500, time remaining: 4m 37s
Rendered 1380/4500, time remaining: 4m 37s
Rendered 1381/4500, time remaining: 4m 37s
Rendered 1382/4500, time remaining: 4m 37s
Rendered 1383/4500, time remaining: 4m 37s
Rendered 1384/4500, time remaining: 4m 37s
Rendered 1385/4500, time remaining: 4m 37s
Rendered 1386/4500, time remaining: 4m 37s
Rendered 1386/4500, time remaining: 4m 37s
Rendered 1387/4500, time remaining: 4m 37s
Rendered 1388/4500, time remaining: 4m 36s
Rendered 1389/4500, time remaining: 4m 36s
Rendered 1390/4500, time remaining: 4m 36s
Rendered 1391/4500, time remaining: 4m 36s
Rendered 1392/4500, time remaining: 4m 35s
Rendered 1392/4500, time remaining: 4m 35s
Rendered 1393/4500, time remaining: 4m 35s
Rendered 1394/4500, time remaining: 4m 35s
Rendered 1395/4500, time remaining: 4m 35s
Rendered 1396/4500, time remaining: 4m 35s
Rendered 1397/4500, time remaining: 4m 35s
Rendered 1398/4500, time remaining: 4m 35s
Rendered 1398/4500, time remaining: 4m 35s
Rendered 1399/4500, time remaining: 4m 35s
Rendered 1400/4500, time remaining: 4m 35s
Rendered 1401/4500, time remaining: 4m 35s
Rendered 1402/4500, time remaining: 4m 34s
Rendered 1403/4500, time remaining: 4m 34s
Rendered 1404/4500, time remaining: 4m 34s
